	NCT Number	Title	Locations	Status	Study Results	Conditions	Gender	Age	Phases	Enrollment	URL	Location_Country	Location_City_or_State	Location_Institution	Start Date	Completion Date	First Posted	Last Update Posted	Funded Bys	Study Type	Trial_Duration_Days	Trial_Duration_Months	Trial_Duration_Category	Enrollment_Category
1567	NCT04584437	TREATMENT OF COVID-19 USING INFRARED AND/OR VITAMIN C	GAAD MEDICAL RESEARCH INSTITUTE INC. O/A THE CENTRE FOR INCURABLE DISEASES, TORONTO, ONTARIO, CANADA	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19	ALL		NOT APPLICABLE	400.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04584437	CANADA	ONTARIO	GAAD MEDICAL RESEARCH INSTITUTE INC. O/A THE CENTRE FOR INCURABLE DISEASES	2020-10-01	2021-07-01	2020-10-01	2020-10-01	OTHER	INTERVENTIONAL	273.0	9.0	7 - 12 months	201 - 500
1568	NCT04510454	EVALUATION OF A DDPCR TECHNOLOGY FOR THE SARS-COV-2 DETECTION IN SYMPTOMATIC PATIENTS WITH SUSPICION OF COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	CANCER|COVID	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04510454	NAN	NAN	NAN	2020-09-01	2021-03-01	2020-08-01	2020-08-01	OTHER	INTERVENTIONAL	181.0	6.0	4 - 6 months	101 - 200
1569	NCT04487873	COVID-19 PHOBIA IN PATIENTS WITH BRONCHIECTASIS DURING COVID-19 PANDEMIC		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19|BRONCHIECTASIS	ALL	ADULT		28.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04487873	NAN	NAN	NAN	2020-07-01	2020-12-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	11 - 50
1570	NCT04532554	GROWTH HORMONE IN OBESE CASES WITH COVID-19	ASALAM, MAADI, CAIRO, EGYPT	WITHDRAWN	NO RESULTS AVAILABLE	COVID19	ALL	ADULT, OLDER ADULT	PHASE 4	0.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04532554	EGYPT	CAIRO	ASALAM	2020-10-01	2020-12-01	2020-08-01	2020-09-01	OTHER	INTERVENTIONAL	61.0	2.0	1 - 3 months	less then 10
1571	NCT04518410	ACTIV-2: A STUDY FOR OUTPATIENTS WITH COVID-19	UNIVERSITY OF ALABAMA AT BIRMINGHAM (SITE 1005), 908 20TH STREET SOUTH, BIRMINGHAM, ALABAMA, UNITED STATES|JASPER SUMMIT RESEARCH, LLC. (SITE 1056), 1280 SUMMIT, JASPER, ALABAMA, UNITED STATES|UNIVERSITY OF SOUTHERN CALIFORNIA (SITE 1057), 1300 N MISSION RD., RM 349, LOS ANGELES, CALIFORNIA, UNITED STATES|UCLA CARE CENTER (SITE 1003), 11075 SANTA MONICA BLVD., SUITE 100, LOS ANGELES, CALIFORNIA, UNITED STATES|CENTRAL VALLEY RESEARCH, LLC (SITE 1085), 400 E ORANGEBURG AVE., STE. 5, MODESTO, CALIFORNIA, UNITED STATES|VALLEY CLINICAL RESEARCH, INC. (SITE 1059), 18433 ROSCOE BLVD., STE 210, NORTHRIDGE, CALIFORNIA, UNITED STATES|EISENHOWER MEDICAL CENTER (SITE 1040), 39000 BOB HOPE DRIVE, RANCHO MIRAGE, CALIFORNIA, UNITED STATES|UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER (SITE 1097), 2315 STOCKTON BLVD., SACRAMENTO, CALIFORNIA, UNITED STATES|UNIVERSITY OF CALIFORNIA SAN DIEGO (SITE 1002), 220 DICKINSON STREET, SAN DIEGO, CALIFORNIA, UNITED STATES|ZION MEDICAL CENTER (SITE 1063), 4647 ZION AVENUE, SAN DIEGO, CALIFORNIA, UNITED STATES|UNIVERSITY OF CALIFORNIA SAN FRANCISCO (SITE 1009), 995 POTRERO AVE., BUILDING 80, WARD 84, SAN FRANCISCO, CALIFORNIA, UNITED STATES|HARBOR UCLA (SITE 1022), 1124 WEST CARSON STREET, TORRANCE, CALIFORNIA, UNITED STATES|UNIVERSITY OF COLORADO (SITE 1007), 12401 EAST 17TH AVENUE, AURORA, COLORADO, UNITED STATES|HOLY CROSS HEALTH (SITE 1072), 4725 NORTH FEDERAL HIGHWAY, FORT LAUDERDALE, FLORIDA, UNITED STATES|NW FL CLINICAL RESEARCH GROUP, LLC. (SITE 1046), 400 GULF BREEZE PARKWAY, GULF BREEZE, FLORIDA, UNITED STATES|AGA CLINICAL TRIALS (SITE 1026), 900 WEST 49TH STREET, HIALEAH, FLORIDA, UNITED STATES|LAKES RESEARCH (SITE 1037), 5801 NW 151 STREET, MIAMI LAKES, FLORIDA, UNITED STATES|MIAMI CLINICAL RESEARCH (SITE 1089), 2400 SW 69TH AVE., MIAMI, FLORIDA, UNITED STATES|AIDS RESEARCH AND TREATMENT CENTER OF THE TREASURE COAST (SITE 1095), 981 37TH PLACE, VERO BEACH, FLORIDA, UNITED STATES|THE PONCE DE LEON CENTER (SITE 1015), 341 PONCE DE LEON AVENUE NORTHEAST, ATLANTA, GEORGIA, UNITED STATES|AGILE CLINICAL RSEARCH TRIALS, LLC (SITE 1051), 750 HAMMOND DRIVE, ATLANTA, GEORGIA, UNITED STATES|IACT HEALTH (SITE 1035), 800 TALBOTTON ROAD, COLUMBUS, GEORGIA, UNITED STATES|METRO INFECTIOUS DISEASE CONSULTANTS (SITE 1106), 901 MCCLINTOCK DR., STE. 201, BURR RIDGE, ILLINOIS, UNITED STATES|NORTHWESTERN UNIVERSITY (SITE 1025), 645 NORTH MICHIGAN AVE, CHICAGO, ILLINOIS, UNITED STATES|RUSH UNIVERSITY MEDICAL CENTER (SITE 1017), 600 PAULINA ST., CHICAGO, ILLINOIS, UNITED STATES|GREAT LAKES CLINICAL TRIALS (SITE 1049), 5149 N. ASHLAND AVE., CHICAGO, ILLINOIS, UNITED STATES|UNIVERSITY OF KANSAS MEDICAL CENTER (SITE 1042), 3901 RAINBOW BOULEVARD, KANSAS CITY, KANSAS, UNITED STATES|MEDPHARMICS (SITE 1065), 3800 HOUMA BLVD., METAIRIE, LOUISIANA, UNITED STATES|NEW ORLEANS ADOLESCENT TRIALS UNIT (SITE 1028), 1440 CANAL ST., SUITE 904, NEW ORLEANS, LOUISIANA, UNITED STATES|JOHNS HOPKINS UNIVERSITY (SITE 1006), 1830 EAST MONUMENT STREET, BALTIMORE, MARYLAND, UNITED STATES|MASSACHUSETTS GENERAL HOSPITAL (SITE 1016), 55 FRUIT STREET, BOSTON, MASSACHUSETTS, UNITED STATES|MEDPHARMICS, LLC. (SITE 1032), 15190 COMMUNITY RD., GULFPORT, MISSISSIPPI, UNITED STATES|WASHINGTON UNIVERSITY SCHOOL OF MEDICINE (SITE 1008), 620 SOUTH TAYLOR, SUITE 200, SAINT LOUIS, MISSOURI, UNITED STATES|MERCURY STREET MEDICAL GROUP (SITE 1074), 300 W. MERCURY ST., BUTTE, MONTANA, UNITED STATES|JAMAICA HOSPITAL MEDICAL CENTER (SITE 1066), 8900 VAN WYCK EXPRESSWAY, JAMAICA, NEW YORK, UNITED STATES|COLUMBIA UNIVERSITY IRVING MEDICAL CENTER (SITE 1019), 180 FORT WASHINGTON AVENUE, NEW YORK, NEW YORK, UNITED STATES|CORNELL CLINICAL TRIALS UNIT (SITE 1011), NEWYORK-PRESBYTERIAN HOSPITAL-WEILL CORNELL MEDICAL CENTER, 525 EAST 68TH STREET, NEW YORK, NEW YORK, UNITED STATES|CANTON-POTSDAM HOSPITAL (SITE 1076), 50 LEROY STREET, POTSDAM, NEW YORK, UNITED STATES|UNIVERSITY OF ROCHESTER (SITE 1010), 601 ELMWOOD AVE, ROCHESTER, NEW YORK, UNITED STATES|SUNY STONY BROOK NICHD (SITE 1094), HSC L-02, RM. 142 C, STONY BROOK, NEW YORK, UNITED STATES|UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL (SITE 1001), 130 MASON FARM RD., BIOINFORMATICS BLDG, 2ND FLOOR, CHAPEL HILL, NORTH CAROLINA, UNITED STATES|DUKE UNIVERSITY MEDICAL CENTER (SITE 1041), 40 DUKE MEDICINE CIRCLE, DURHAM, NORTH CAROLINA, UNITED STATES|WAKE FOREST UNIVERSITY HEALTH SCIENCES (SITE 1038), 1 MEDICAL CENTER BOULEVARD, WINSTON-SALEM, NORTH CAROLINA, UNITED STATES|SANFORD HEALTH (SITE 1084), 801 BROADWAY N, FARGO, NORTH DAKOTA, UNITED STATES|CASE WESTERN RESERVE UNIVERSITY (SITE 1033), 2061 CORNELL ROAD, CLEVELAND, OHIO, UNITED STATES|OHIO STATE UNIVERSITY MEDICAL CENTER (SITE 1020), 480 MEDICAL CENTER DRIVE, COLUMBUS, OHIO, UNITED STATES|CINCINNATI CRS (SITE 1004), UNIVERSITY OF CINCINNATI, UNIVERSITY HOSPITAL, 200 ALBERT SABIN WAY, OHIO CITY, OHIO, UNITED STATES|UNIVERSITY OF PENNSYLVANIA (SITE 1031), 3400 SPRUCE STREET, PHILADELPHIA, PENNSYLVANIA, UNITED STATES|THE UNIVERSITY OF PITTSBURGH (SITE 1018), 3471 5TH AVE., PITTSBURGH, PENNSYLVANIA, UNITED STATES|VANDERBILT THERAPEUTICS CLINICAL RESEARCH (SITE 1013), VANDERBILT HEALTH ONE HUNDRED OAKS, 719 THOMPSON LN., STE 47183, NASHVILLE, TENNESSEE, UNITED STATES|PANAMERICAN CLINICAL RESEARCH, LLC. (SITE 1069), 1416 PALM BLVD., BROWNSVILLE, TEXAS, UNITED STATES|SEALY INSTITUTE FOR VACCINE SCIENCES CLINCIAL TRIALS PROGRAM (SITE 1044), 400 HARBORSIDE DRIVE, GALVESTON, TEXAS, UNITED STATES|LYNDON B. JOHNSON HOSPITAL (SITE 1014), 5656 KELLEY STREET, HOUSTON, TEXAS, UNITED STATES|UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON (SITE 1055), 6431 FANNIN STREET, STE. 2.112, HOUSTON, TEXAS, UNITED STATES|SMS CLINCIAL RESEARCH, LLC. (SITE 1060), 1210 N. GALLOWAY AVE., MESQUITE, TEXAS, UNITED STATES|INOVA FAIRFAX MEDICAL CAMPUS (SITE 1029), 3300 GALLOWS ROAD, FALLS CHURCH, VIRGINIA, UNITED STATES|UNIVERSITY OF WASHINGTON ACTU (SITE 1012), HARBORVIEW MEDICAL CENTER, 325 9TH AVE., SEATTLE, WASHINGTON, UNITED STATES|MEDICAL COLLEGE OF WISCONSIN, INC. (SITE 1036), 8701 WATERTOWN PLANK ROAD, MILWAUKEE, WISCONSIN, UNITED STATES|PUERTO RICO AIDS CLINICAL TRIALS UNIT (SITE 1024), PROYECTO ACTU BIOMEDICAL BUILDING II, SAN JUAN, PUERTO RICO	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS|COVID19	ALL	ADULT, OLDER ADULT	PHASE 2|PHASE 3	2000.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04518410	PUERTO RICO	SAN JUAN	UNIVERSITY OF ALABAMA AT BIRMINGHAM (SITE 1005)	2020-08-01	2021-02-01	2020-08-01	2020-11-01	NIH|INDUSTRY|OTHER	INTERVENTIONAL	184.0	6.0	4 - 6 months	1001 - 5000
1572	NCT04367714	ANTIBODY RESPONSE AGAINST SARS-COV-2 IN DIALYSIS PATIENTS DURING COVID-19	GODSTRUP HOSPITAL, HERNING, DENMARK	RECRUITING	NO RESULTS AVAILABLE	COVID|TERMINAL RENAL INSUFFICIENCY	ALL	ADULT, OLDER ADULT		300.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04367714	DENMARK	HERNING	GODSTRUP HOSPITAL	2020-03-01	2021-12-01	2020-04-01	2020-04-01	OTHER	OBSERVATIONAL	640.0	21.0	1 - 2 years	201 - 500
1573	NCT04344977	COLLECTION OF ANTI-SARS-COV-2 IMMUNE PLASMA	LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR - UCLA MEDICAL CENTER, TORRANCE, CALIFORNIA, UNITED STATES|UNIVERSITY OF MIAMI INFECTIOUS DISEASES RESEARCH UNIT, MIAMI, FLORIDA, UNITED STATES|BLOODWORKS NORTHWEST, SEATTLE, WASHINGTON, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	CORONAVIRUS DISEASE 2019 (COVID-19)	ALL	ADULT, OLDER ADULT		1500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04344977	UNITED STATES OF AMERICA	WASHINGTON	LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION AT HARBOR - UCLA MEDICAL CENTER	2020-06-01	2025-04-01	2020-04-01	2020-11-01	NIH	OBSERVATIONAL	1765.0	58.0	2 - 5 years	1001 - 5000
1574	NCT04568044	EVALUATION OF HUMORAL IMMUNITY FOLLOWING COVID-19 IN PREGNANCY	CHELSEA AND WESTMINSTER NHS FOUNDATION TRUST, LONDON, UNITED KINGDOM|IMPERIAL COLLEGE HEALTHCARE NHS TRUST, LONDON, UNITED KINGDOM	RECRUITING	NO RESULTS AVAILABLE	COVID-19|PREGNANCY RELATED|INFLUENZA, HUMAN	ALL	ADULT		96.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04568044	UNITED KINGDOM	LONDON	CHELSEA AND WESTMINSTER NHS FOUNDATION TRUST	2020-09-01	2023-07-01	2020-09-01	2020-09-01	OTHER	OBSERVATIONAL	1033.0	34.0	2 - 5 years	51 - 100
1575	NCT04414410	ECHOCARDIOGRAPHY IN CRITICALLY-ILL PATIENTS WITH COVID-19 PNEUMONIA	UNIVERSITY HOSPITAL AMBROISE PARE, BOULOGNE-BILLANCOURT, HAUTS DE SEINE, FRANCE	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	COVID|SARS-COV2	ALL			1500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04414410	FRANCE	HAUTS DE SEINE	UNIVERSITY HOSPITAL AMBROISE PARE	2020-05-01	2020-09-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	123.0	4.0	4 - 6 months	1001 - 5000
1576	NCT04420312	PREVALENCE AND CHARACTERISTICS OF PULMONARY EMBOLISM ON COVID-19 PATIENTS PRESENTING RESPIRATORY SYMPTOMS	GROUPE HOSPITALIER PARIS SAINT-JOSEPH, PARIS, FRANCE	COMPLETED	NO RESULTS AVAILABLE	PULMONARY EMBOLISM|COVID-19	ALL	ADULT, OLDER ADULT		1024.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04420312	FRANCE	PARIS	GROUPE HOSPITALIER PARIS SAINT-JOSEPH	2020-03-01	2020-04-01	2020-06-01	2020-06-01	OTHER	OBSERVATIONAL	31.0	1.0	1 - 3 months	1001 - 5000
1577	NCT04545008	TRIAL OF FAMOTIDINE & N-ACETYL CYSTEINE FOR OUTPATIENTS WITH COVID-19		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19	ALL	ADULT, OLDER ADULT	PHASE 1	42.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04545008	NAN	NAN	NAN	2020-09-01	2021-08-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	334.0	11.0	7 - 12 months	11 - 50
1578	NCT04465058	CHARACTERISTICS OF CRITICALLY ILL COVID 19 PATIENTS	ASSIUT UNIVERSITY, ASSIUT, EGYPT	RECRUITING	NO RESULTS AVAILABLE	COVID19	ALL			50.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04465058	EGYPT	ASSIUT	ASSIUT UNIVERSITY	2020-07-01	2020-08-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	31.0	1.0	1 - 3 months	11 - 50
1579	NCT04395300	SLEEP QUALITY IN HEALTHCARE PERSONNEL DURING COVID-19	ASSIUTU, ASSIUT, EGYPT	COMPLETED	NO RESULTS AVAILABLE	COVID-19|SLEEP QUALITY|GENERAL HEALTH	ALL	ADULT, OLDER ADULT		143.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04395300	EGYPT	ASSIUT	ASSIUTU	2020-03-01	2020-05-01	2020-05-01	2020-06-01	OTHER	OBSERVATIONAL	61.0	2.0	1 - 3 months	101 - 200
1580	NCT04542031	COVID-19 IN A SINGLE LARGE UK RHEUMATOLOGY CENTRE AND IMPACT ON QOL	THE ROYAL WOLVERHAMPTON NHS TRUST, WOLVERHAMPTON, WEST MIDLANDS, UNITED KINGDOM	NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19|RHEUMATIC DISEASES	ALL	ADULT, OLDER ADULT	NOT APPLICABLE	7911.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04542031	UNITED KINGDOM	WEST MIDLANDS	THE ROYAL WOLVERHAMPTON NHS TRUST	2020-10-01	2021-10-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	365.0	12.0	7 - 12 months	5001 - 10000
1581	NCT04459962	COVID-19 BREATH TEST	ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST, CHERTSEY, SURREY, UNITED KINGDOM	RECRUITING	NO RESULTS AVAILABLE	COVID-19 INFECTION	ALL	CHILD, ADULT, OLDER ADULT	NOT APPLICABLE	250.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04459962	UNITED KINGDOM	SURREY	ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST	2020-06-01	2021-06-01	2020-07-01	2020-07-01	INDUSTRY	INTERVENTIONAL	365.0	12.0	7 - 12 months	201 - 500
1582	NCT04463004	MAVRILIMUMAB TO REDUCE PROGRESSION OF ACUTE RESPIRATORY FAILURE IN COVID-19 PNEUMONIA AND SYSTEMIC HYPER-INFLAMMATION	VIRGINIA COMMONWEALTH UNIVERSITY, RICHMOND, VIRGINIA, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19|SARS-COV2|PNEUMONIA	ALL	ADULT, OLDER ADULT	PHASE 2	60.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04463004	UNITED STATES OF AMERICA	VIRGINIA	VIRGINIA COMMONWEALTH UNIVERSITY	2020-09-01	2021-08-01	2020-07-01	2020-09-01	OTHER|INDUSTRY	INTERVENTIONAL	334.0	11.0	7 - 12 months	51 - 100
1583	NCT04432272	ANTIBODY-LEVEL BASED ANALYSIS OF COVID-19 CONVALESCENT SERUM (ABACCUS)	WILLIAM BEAUMONT HOSPITAL, ROYAL OAK, MICHIGAN, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19|SEVERE ACUTE RESPIRATORY SYNDROME (SARS)|CORONAVIRUS INFECTIONS	ALL	ADULT, OLDER ADULT	PHASE 2	500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04432272	UNITED STATES OF AMERICA	MICHIGAN	WILLIAM BEAUMONT HOSPITAL	2020-07-01	2021-08-01	2020-06-01	2020-08-01	OTHER	INTERVENTIONAL	396.0	13.0	1 - 2 years	201 - 500
1584	NCT04473261	EFFICACY OF IODINE COMPLEX AGAINST COVID-19 PATIENTS	SHAIKH ZAYED HOSPITAL, LAHORE, PAKISTAN	RECRUITING	NO RESULTS AVAILABLE	COVID19|SARS-COV-2|CORONA VIRUS INFECTION	ALL	ADULT, OLDER ADULT	PHASE 1|PHASE 2	30.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04473261	PAKISTAN	LAHORE	SHAIKH ZAYED HOSPITAL	2020-07-01	2020-09-01	2020-07-01	2020-07-01	OTHER	INTERVENTIONAL	62.0	2.0	1 - 3 months	11 - 50
1585	NCT04500067	INTRAVENOUS IMMUNOGLOBULIN (IVIG, BIOVEN) EFFICACY ASSESS FOR COVID-19 / SARS-COV-2 SEVERE PNEUMONIA COMPLEX TREATMENT	"SITE 08 - ""CENTRAL CITY CLINICAL HOSPITAL OF IVANO-FRANKIVSK CITY COUNCIL"", IVANO-FRANKIVS'K, IVANO-FRANKIVS'K REGION, UKRAINE|SITE 02 - ""BILA TSERKVA CITY HOSPITAL №3"", BILA TSERKVA, KYIV REGION, UKRAINE|SITE 03 - ""LVIV REGIONAL INFECTIOUS DISEASES CLINICAL HOSPITAL"", LVIV, LVIV REGION, UKRAINE|SITE 04 - ""CITY CLINICAL INFECTIOUS DISEASES HOSPITAL"", ODESA, ODESA, ODESA REGION, UKRAINE|SITE 07 - ""TERNOPIL CITY MUNICIPAL AMBULANCE HOSPITAL"", TERNOPIL', TERNOPIL' REGION, UKRAINE|SITE 06 - ""VINNYTSIA CITY CLINICAL HOSPITAL №1"", VINNITSIA, VINNITSIA REGION, UKRAINE|SITE 09 - ""VOLYN REGIONAL CLINICAL HOSPITAL"", LUTS'K, VOLYN REGION, UKRAINE|SITE 01 - ""KYIV CITY CLINICAL HOSPITAL №17"", KYIV, UKRAINE|SITE 05 - ""KYIV CITY CLINICAL HOSPITAL №4"", KYIV, UKRAINE"	COMPLETED	NO RESULTS AVAILABLE	COVID19|PNEUMONIA	ALL	ADULT, OLDER ADULT	PHASE 3	76.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04500067	UKRAINE	KYIV	"SITE 08 - ""CENTRAL CITY CLINICAL HOSPITAL OF IVANO-FRANKIVSK CITY COUNCIL"""	2020-05-01	2020-09-01	2020-08-01	2020-10-01	INDUSTRY|OTHER	INTERVENTIONAL	123.0	4.0	4 - 6 months	51 - 100
1586	NCT04384471	COVID-19 PANDEMIC: PATIENTS' EXPERIENCE IN T1D	INSTITUT DE RECHERCHES CLINIQUES DE MONTRÉAL, MONTREAL, QUEBEC, CANADA	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	TYPE1DIABETES|COVID19	ALL	CHILD, ADULT, OLDER ADULT		384.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04384471	CANADA	QUEBEC	INSTITUT DE RECHERCHES CLINIQUES DE MONTRÉAL	2020-04-01	2021-01-01	2020-05-01	2020-05-01	OTHER	OBSERVATIONAL	275.0	9.0	7 - 12 months	201 - 500
1587	NCT04488588	SURVIVAL AND 30-DAYS HOSPITAL OUTCOME IN COVID-19 PATIENTS IN UPPER EGYPT	ASSIUTU, ASSIUT, EGYPT|ALIAE MOHAMED-HUSSEIN, ASSIUT, EGYPT	COMPLETED	NO RESULTS AVAILABLE	COVID19|CORONAVIRUS DISEASE|SARS-COV-2	ALL	ADULT		1064.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04488588	EGYPT	ASSIUT	ASSIUTU	2020-03-01	2020-07-01	2020-07-01	2020-07-01	OTHER	OBSERVATIONAL	122.0	4.0	4 - 6 months	1001 - 5000
1588	NCT04403035	COMPARISON OF THE ID NOW AND ACCULA POINT-OF-CARE ASSAYS FOR DETECTION OF COVID-19	ASCENSION ST. JOHN HOSPITAL, DETROIT, MICHIGAN, UNITED STATES	RECRUITING	NO RESULTS AVAILABLE	COVID-19	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04403035	UNITED STATES OF AMERICA	MICHIGAN	ASCENSION ST. JOHN HOSPITAL	2020-05-01	2021-05-01	2020-05-01	2020-07-01	OTHER	OBSERVATIONAL	365.0	12.0	7 - 12 months	51 - 100
1589	NCT04563442	COMORBIDITIES AND COMPLICATIONS ASSOCIATED WITH COVID-19 INFECTION		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19	ALL	ADULT, OLDER ADULT		200.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04563442	NAN	NAN	NAN	2020-10-01	2023-02-01	2020-09-01	2020-09-01	OTHER	OBSERVATIONAL	853.0	28.0	2 - 5 years	101 - 200
1590	NCT04346264	COVID-19 - INFECTION AND ANTIBODY FORMATION IN THE VIENNESE POPULATION	THE LEAD STUDY CENTER, VIENNA, AUSTRIA	ENROLLING BY INVITATION	NO RESULTS AVAILABLE	VIRUS DISEASES|COVID-19	ALL	CHILD, ADULT, OLDER ADULT		5500.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04346264	AUSTRIA	VIENNA	THE LEAD STUDY CENTER	2020-04-01	2020-09-01	2020-04-01	2020-04-01	OTHER	OBSERVATIONAL	153.0	5.0	4 - 6 months	5001 - 10000
1591	NCT04534803	BCG AGAINST COVID-19 FOR PREVENTION AND AMELIORATION OF SEVERITY TRIAL (BAC TO THE PAST)		NOT YET RECRUITING	NO RESULTS AVAILABLE	COVID19	ALL	OLDER ADULT	PHASE 3	2100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04534803	NAN	NAN	NAN	2020-09-01	2021-11-01	2020-09-01	2020-09-01	OTHER	INTERVENTIONAL	426.0	14.0	1 - 2 years	1001 - 5000
1592	NCT04356586	IMMUNE RESPONSE TO COVID-19 IN 300 HEALTH CARE WORKERS WITH MILD SYMPTOMS	SCIENSANO, BRUSSELS, BELGIUM	COMPLETED	NO RESULTS AVAILABLE	COVID-19|SEROLOGY	ALL	ADULT, OLDER ADULT		287.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04356586	BELGIUM	BRUSSELS	SCIENSANO	2020-05-01	2020-08-01	2020-04-01	2020-09-01	OTHER	OBSERVATIONAL	92.0	3.0	1 - 3 months	201 - 500
1593	NCT04393428	URINARY BIOMARKERS FOR AKI DIAGNOSIS IN PATIENTS WITH SARS-COV-2 (COVID-19)	UHMONTPELLIER, MONTPELLIER, FRANCE	COMPLETED	NO RESULTS AVAILABLE	COVID-19|RENAL REPLACEMENT THERAPY|ACUTE KIDNEY INJURY	ALL	ADULT, OLDER ADULT		100.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04393428	FRANCE	MONTPELLIER	UHMONTPELLIER	2020-03-01	2020-06-01	2020-05-01	2020-07-01	OTHER	OBSERVATIONAL	92.0	3.0	1 - 3 months	51 - 100
1594	NCT04335071	TOCILIZUMAB IN THE TREATMENT OF CORONAVIRUS INDUCED DISEASE (COVID-19)	UNIVERSITY HOSPITAL BERN (INSELSPITAL), BERN, SWITZERLAND|CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS (CHUV), LAUSANNE, SWITZERLAND|OSPEDALE REGIONALE DI LUGANO (EOC), VIGANELLO, SWITZERLAND|UNIVERSITY HOSPITAL ZURICH, ZURICH, SWITZERLAND	TERMINATED	NO RESULTS AVAILABLE	SARS-COV-2 INFECTION	ALL	ADULT, OLDER ADULT	PHASE 2	5.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04335071	SWITZERLAND	ZURICH	UNIVERSITY HOSPITAL BERN (INSELSPITAL)	2020-04-01	2020-09-01	2020-04-01	2020-10-01	OTHER|INDUSTRY	INTERVENTIONAL	153.0	5.0	4 - 6 months	less then 10
1595	NCT04526821	LACTOFERRIN FOR PREVENTION OF COVID-19 IN HEALTH CARE WORKERS	HOSPITAL NACIONAL ARZOBISPO LOAYZA, LIMA, LIM, PERU|HOSPITAL CAYETANO HEREDIA, LIMA, PERU	NOT YET RECRUITING	NO RESULTS AVAILABLE	SARS-COV-2	ALL	ADULT	PHASE 2	336.0	HTTPS://CLINICALTRIALS.GOV/SHOW/NCT04526821	PERU	LIMA	HOSPITAL NACIONAL ARZOBISPO LOAYZA	2020-09-01	2021-11-01	2020-08-01	2020-09-01	OTHER	INTERVENTIONAL	426.0	14.0	1 - 2 years	201 - 500
